campaign,attempt_id,stage,method,block_id,run_order,valid,formal_statistics,replacement_for,failure_reason
R1,r1v2-b06-p4-Static-MedRF,r1,Static-MedRF,6,4,true,true,,
R1,r1v2-b06-p4-Static-MedRF-idle,idle,Static-MedRF,6,4,true,false,,
R1,r1v2-b07-p1-Tabular-Q,r1,Tabular-Q,7,1,true,true,,
R1,r1v2-b07-p1-Tabular-Q-idle,idle,Tabular-Q,7,1,true,false,,
R1,r1v2-b07-p2-Static-LightLR,r1,Static-LightLR,7,2,true,true,,
R1,r1v2-b07-p2-Static-LightLR-idle,idle,Static-LightLR,7,2,true,false,,
R1,r1v2-b07-p3-Static-MedRF,r1,Static-MedRF,7,3,true,true,,
R1,r1v2-b07-p3-Static-MedRF-idle,idle,Static-MedRF,7,3,true,false,,
R1,r1v2-b07-p4-ConfidenceCascade_0p3_0p7,r1,ConfidenceCascade_0p3_0p7,7,4,true,true,,
R1,r1v2-b07-p4-ConfidenceCascade_0p3_0p7-idle,idle,ConfidenceCascade_0p3_0p7,7,4,true,false,,
R1,r1v2-b08-p1-Tabular-Q,r1,Tabular-Q,8,1,true,true,,
R1,r1v2-b08-p1-Tabular-Q-idle,idle,Tabular-Q,8,1,true,false,,
R1,r1v2-b08-p2-Static-MedRF,r1,Static-MedRF,8,2,true,true,,
R1,r1v2-b08-p2-Static-MedRF-idle,idle,Static-MedRF,8,2,true,false,,
R1,r1v2-b08-p3-ConfidenceCascade_0p3_0p7,r1,ConfidenceCascade_0p3_0p7,8,3,true,true,,
R1,r1v2-b08-p3-ConfidenceCascade_0p3_0p7-idle,idle,ConfidenceCascade_0p3_0p7,8,3,true,false,,
R1,r1v2-b08-p4-Static-LightLR,r1,Static-LightLR,8,4,true,true,,
R1,r1v2-b08-p4-Static-LightLR-idle,idle,Static-LightLR,8,4,true,false,,
R1,r1v2-b09-p1-ConfidenceCascade_0p3_0p7,r1,ConfidenceCascade_0p3_0p7,9,1,true,true,,
R1,r1v2-b09-p1-ConfidenceCascade_0p3_0p7-idle,idle,ConfidenceCascade_0p3_0p7,9,1,true,false,,
R1,r1v2-b09-p2-Static-LightLR,r1,Static-LightLR,9,2,true,true,,
R1,r1v2-b09-p2-Static-LightLR-idle,idle,Static-LightLR,9,2,true,false,,
R1,r1v2-b09-p3-Tabular-Q,r1,Tabular-Q,9,3,true,true,,
R1,r1v2-b09-p3-Tabular-Q-idle,idle,Tabular-Q,9,3,true,false,,
R1,r1v2-b09-p4-Static-MedRF,r1,Static-MedRF,9,4,true,true,,
R1,r1v2-b09-p4-Static-MedRF-idle,idle,Static-MedRF,9,4,true,false,,
R1,r1v2-b10-p1-ConfidenceCascade_0p3_0p7,r1,ConfidenceCascade_0p3_0p7,10,1,true,true,,
R1,r1v2-b10-p1-ConfidenceCascade_0p3_0p7-idle,idle,ConfidenceCascade_0p3_0p7,10,1,true,false,,
R1,r1v2-b10-p2-Tabular-Q,r1,Tabular-Q,10,2,true,true,,
R1,r1v2-b10-p2-Tabular-Q-idle,idle,Tabular-Q,10,2,true,false,,
R1,r1v2-b10-p3-Static-LightLR,r1,Static-LightLR,10,3,true,true,,
R1,r1v2-b10-p3-Static-LightLR-idle,idle,Static-LightLR,10,3,true,false,,
R1,r1v2-b10-p4-Static-MedRF,r1,Static-MedRF,10,4,true,true,,
R1,r1v2-b10-p4-Static-MedRF-idle,idle,Static-MedRF,10,4,true,false,,
R2,r2v2-b01-p1-DQN,r2,DQN,1,1,true,true,,
R2,r2v2-b01-p1-DQN-idle,idle,DQN,1,1,true,false,,
R2,r2v2-b01-p2-ConfidenceCascade_0p3_0p7,r2,ConfidenceCascade_0p3_0p7,1,2,true,true,,
R2,r2v2-b01-p2-ConfidenceCascade_0p3_0p7-idle,idle,ConfidenceCascade_0p3_0p7,1,2,true,false,,
R2,r2v2-b01-p3-Static-MedRF,r2,Static-MedRF,1,3,true,true,,
R2,r2v2-b01-p3-Static-MedRF-idle,idle,Static-MedRF,1,3,true,false,,
R2,r2v2-b01-p4-Tabular-Q,r2,Tabular-Q,1,4,true,true,,
R2,r2v2-b01-p4-Tabular-Q-idle,idle,Tabular-Q,1,4,true,false,,
R2,r2v2-b01-p5-DeadlineGuard,r2,DeadlineGuard,1,5,true,true,,
R2,r2v2-b01-p5-DeadlineGuard-idle,idle,DeadlineGuard,1,5,true,false,,
R2,r2v2-b01-p6-Static-LightLR,r2,Static-LightLR,1,6,true,true,,
R2,r2v2-b01-p6-Static-LightLR-idle,idle,Static-LightLR,1,6,true,false,,
R2,r2v2-b02-p1-DeadlineGuard,r2,DeadlineGuard,2,1,true,true,,
R2,r2v2-b02-p1-DeadlineGuard-idle,idle,DeadlineGuard,2,1,true,false,,
R2,r2v2-b02-p2-DQN,r2,DQN,2,2,true,true,,
R2,r2v2-b02-p2-DQN-idle,idle,DQN,2,2,true,false,,
R2,r2v2-b02-p3-Static-MedRF,r2,Static-MedRF,2,3,true,true,,
R2,r2v2-b02-p3-Static-MedRF-idle,idle,Static-MedRF,2,3,true,false,,
R2,r2v2-b02-p4-Static-LightLR,r2,Static-LightLR,2,4,true,true,,
R2,r2v2-b02-p4-Static-LightLR-idle,idle,Static-LightLR,2,4,true,false,,
R2,r2v2-b02-p5-ConfidenceCascade_0p3_0p7,r2,ConfidenceCascade_0p3_0p7,2,5,true,true,,
R2,r2v2-b02-p5-ConfidenceCascade_0p3_0p7-idle,idle,ConfidenceCascade_0p3_0p7,2,5,true,false,,
R2,r2v2-b02-p6-Tabular-Q,r2,Tabular-Q,2,6,true,true,,
R2,r2v2-b02-p6-Tabular-Q-idle,idle,Tabular-Q,2,6,true,false,,
R2,r2v2-b03-p1-ConfidenceCascade_0p3_0p7,r2,ConfidenceCascade_0p3_0p7,3,1,true,true,,
R2,r2v2-b03-p1-ConfidenceCascade_0p3_0p7-idle,idle,ConfidenceCascade_0p3_0p7,3,1,true,false,,
R2,r2v2-b03-p2-Tabular-Q,r2,Tabular-Q,3,2,false,false,,"Mac coordinator and both associated caffeinate sessions terminated externally at 2026-09-09 09:30:04 AEST before the formal segment completed; the host did not sleep, the KM003C and Pi streams both end at 09:30:03, and no summary or paired_summary was produced"
R2,r2v2-b03-p2-Tabular-Q-idle,idle,Tabular-Q,3,2,true,false,,
R2,r2v2-b03-p2-Tabular-Q-retry1,r2,Tabular-Q,3,2,true,true,r2v2-b03-p2-Tabular-Q,
R2,r2v2-b03-p2-Tabular-Q-retry1-idle,idle,Tabular-Q,3,2,true,false,r2v2-b03-p2-Tabular-Q-idle,
R2,r2v2-b03-p3-Static-LightLR,r2,Static-LightLR,3,3,true,true,,
R2,r2v2-b03-p3-Static-LightLR-idle,idle,Static-LightLR,3,3,true,false,,
R2,r2v2-b03-p4-Static-MedRF,r2,Static-MedRF,3,4,true,true,,
R2,r2v2-b03-p4-Static-MedRF-idle,idle,Static-MedRF,3,4,true,false,,
R2,r2v2-b03-p5-DQN,r2,DQN,3,5,true,true,,
R2,r2v2-b03-p5-DQN-idle,idle,DQN,3,5,true,false,,
R2,r2v2-b03-p6-DeadlineGuard,r2,DeadlineGuard,3,6,true,true,,
R2,r2v2-b03-p6-DeadlineGuard-idle,idle,DeadlineGuard,3,6,true,false,,
R2,r2v2-b04-p1-Static-MedRF,r2,Static-MedRF,4,1,true,true,,
R2,r2v2-b04-p1-Static-MedRF-idle,idle,Static-MedRF,4,1,true,false,,
R2,r2v2-b04-p2-DeadlineGuard,r2,DeadlineGuard,4,2,true,true,,
R2,r2v2-b04-p2-DeadlineGuard-idle,idle,DeadlineGuard,4,2,true,false,,
R2,r2v2-b04-p3-Tabular-Q,r2,Tabular-Q,4,3,true,true,,
R2,r2v2-b04-p3-Tabular-Q-idle,idle,Tabular-Q,4,3,true,false,,
R2,r2v2-b04-p4-ConfidenceCascade_0p3_0p7,r2,ConfidenceCascade_0p3_0p7,4,4,true,true,,
R2,r2v2-b04-p4-ConfidenceCascade_0p3_0p7-idle,idle,ConfidenceCascade_0p3_0p7,4,4,true,false,,
R2,r2v2-b04-p5-DQN,r2,DQN,4,5,true,true,,
R2,r2v2-b04-p5-DQN-idle,idle,DQN,4,5,true,false,,
R2,r2v2-b04-p6-Static-LightLR,r2,Static-LightLR,4,6,true,true,,
R2,r2v2-b04-p6-Static-LightLR-idle,idle,Static-LightLR,4,6,false,false,,KeyboardInterrupt()
R2,r2v2-b04-p6-Static-LightLR-resume1-idle,idle,Static-LightLR,4,6,true,false,r2v2-b04-p6-Static-LightLR-idle,
R2,r2v2-b05-p1-Static-LightLR,r2,Static-LightLR,5,1,true,true,,
R2,r2v2-b05-p1-Static-LightLR-idle,idle,Static-LightLR,5,1,true,false,,
R2,r2v2-b05-p2-Tabular-Q,r2,Tabular-Q,5,2,true,true,,
R2,r2v2-b05-p2-Tabular-Q-idle,idle,Tabular-Q,5,2,true,false,,
R2,r2v2-b05-p3-DeadlineGuard,r2,DeadlineGuard,5,3,true,true,,
R2,r2v2-b05-p3-DeadlineGuard-idle,idle,DeadlineGuard,5,3,true,false,,
R2,r2v2-b05-p4-DQN,r2,DQN,5,4,true,true,,
R2,r2v2-b05-p4-DQN-idle,idle,DQN,5,4,true,false,,
R2,r2v2-b05-p5-Static-MedRF,r2,Static-MedRF,5,5,true,true,,
R2,r2v2-b05-p5-Static-MedRF-idle,idle,Static-MedRF,5,5,true,false,,
R2,r2v2-b05-p6-ConfidenceCascade_0p3_0p7,r2,ConfidenceCascade_0p3_0p7,5,6,true,true,,
R2,r2v2-b05-p6-ConfidenceCascade_0p3_0p7-idle,idle,ConfidenceCascade_0p3_0p7,5,6,true,false,,
R2,r2v2-b06-p1-DeadlineGuard,r2,DeadlineGuard,6,1,true,true,,
R2,r2v2-b06-p1-DeadlineGuard-idle,idle,DeadlineGuard,6,1,true,false,,
R2,r2v2-b06-p2-Static-MedRF,r2,Static-MedRF,6,2,true,true,,
R2,r2v2-b06-p2-Static-MedRF-idle,idle,Static-MedRF,6,2,true,false,,
R2,r2v2-b06-p3-ConfidenceCascade_0p3_0p7,r2,ConfidenceCascade_0p3_0p7,6,3,true,true,,
R2,r2v2-b06-p3-ConfidenceCascade_0p3_0p7-idle,idle,ConfidenceCascade_0p3_0p7,6,3,true,false,,
R2,r2v2-b06-p4-Tabular-Q,r2,Tabular-Q,6,4,true,true,,
R2,r2v2-b06-p4-Tabular-Q-idle,idle,Tabular-Q,6,4,true,false,,
R2,r2v2-b06-p5-Static-LightLR,r2,Static-LightLR,6,5,true,true,,
R2,r2v2-b06-p5-Static-LightLR-idle,idle,Static-LightLR,6,5,true,false,,
R2,r2v2-b06-p6-DQN,r2,DQN,6,6,true,true,,
R2,r2v2-b06-p6-DQN-idle,idle,DQN,6,6,true,false,,
R2,r2v2-b07-p1-ConfidenceCascade_0p3_0p7,r2,ConfidenceCascade_0p3_0p7,7,1,true,true,,
R2,r2v2-b07-p1-ConfidenceCascade_0p3_0p7-idle,idle,ConfidenceCascade_0p3_0p7,7,1,true,false,,
R2,r2v2-b07-p2-DQN,r2,DQN,7,2,true,true,,
R2,r2v2-b07-p2-DQN-idle,idle,DQN,7,2,true,false,,
R2,r2v2-b07-p3-Tabular-Q,r2,Tabular-Q,7,3,true,true,,
R2,r2v2-b07-p3-Tabular-Q-idle,idle,Tabular-Q,7,3,true,false,,
R2,r2v2-b07-p4-Static-LightLR,r2,Static-LightLR,7,4,true,true,,
R2,r2v2-b07-p4-Static-LightLR-idle,idle,Static-LightLR,7,4,true,false,,
R2,r2v2-b07-p5-DeadlineGuard,r2,DeadlineGuard,7,5,true,true,,
R2,r2v2-b07-p5-DeadlineGuard-idle,idle,DeadlineGuard,7,5,true,false,,
R2,r2v2-b07-p6-Static-MedRF,r2,Static-MedRF,7,6,true,true,,
R2,r2v2-b07-p6-Static-MedRF-idle,idle,Static-MedRF,7,6,true,false,,
R2,r2v2-b08-p1-Tabular-Q,r2,Tabular-Q,8,1,true,true,,
R2,r2v2-b08-p1-Tabular-Q-idle,idle,Tabular-Q,8,1,true,false,,
R2,r2v2-b08-p2-ConfidenceCascade_0p3_0p7,r2,ConfidenceCascade_0p3_0p7,8,2,true,true,,
R2,r2v2-b08-p2-ConfidenceCascade_0p3_0p7-idle,idle,ConfidenceCascade_0p3_0p7,8,2,true,false,,
R2,r2v2-b08-p3-DeadlineGuard,r2,DeadlineGuard,8,3,true,true,,
R2,r2v2-b08-p3-DeadlineGuard-idle,idle,DeadlineGuard,8,3,true,false,,
R2,r2v2-b08-p4-DQN,r2,DQN,8,4,true,true,,
R2,r2v2-b08-p4-DQN-idle,idle,DQN,8,4,true,false,,
R2,r2v2-b08-p5-Static-LightLR,r2,Static-LightLR,8,5,true,true,,
R2,r2v2-b08-p5-Static-LightLR-idle,idle,Static-LightLR,8,5,true,false,,
R2,r2v2-b08-p6-Static-MedRF,r2,Static-MedRF,8,6,true,true,,
R2,r2v2-b08-p6-Static-MedRF-idle,idle,Static-MedRF,8,6,true,false,,
R2,r2v2-b09-p1-Tabular-Q,r2,Tabular-Q,9,1,true,true,,
R2,r2v2-b09-p1-Tabular-Q-idle,idle,Tabular-Q,9,1,true,false,,
R2,r2v2-b09-p2-Static-MedRF,r2,Static-MedRF,9,2,true,true,,
R2,r2v2-b09-p2-Static-MedRF-idle,idle,Static-MedRF,9,2,true,false,,
R2,r2v2-b09-p3-ConfidenceCascade_0p3_0p7,r2,ConfidenceCascade_0p3_0p7,9,3,true,true,,
R2,r2v2-b09-p3-ConfidenceCascade_0p3_0p7-idle,idle,ConfidenceCascade_0p3_0p7,9,3,true,false,,
R2,r2v2-b09-p4-DeadlineGuard,r2,DeadlineGuard,9,4,true,true,,
R2,r2v2-b09-p4-DeadlineGuard-idle,idle,DeadlineGuard,9,4,true,false,,
R2,r2v2-b09-p5-Static-LightLR,r2,Static-LightLR,9,5,true,true,,
R2,r2v2-b09-p5-Static-LightLR-idle,idle,Static-LightLR,9,5,true,false,,
R2,r2v2-b09-p6-DQN,r2,DQN,9,6,true,true,,
R2,r2v2-b09-p6-DQN-idle,idle,DQN,9,6,true,false,,
R2,r2v2-b10-p1-Static-MedRF,r2,Static-MedRF,10,1,true,true,,
R2,r2v2-b10-p1-Static-MedRF-idle,idle,Static-MedRF,10,1,true,false,,
R2,r2v2-b10-p2-Static-LightLR,r2,Static-LightLR,10,2,true,true,,
R2,r2v2-b10-p2-Static-LightLR-idle,idle,Static-LightLR,10,2,true,false,,
R2,r2v2-b10-p3-DQN,r2,DQN,10,3,true,true,,
R2,r2v2-b10-p3-DQN-idle,idle,DQN,10,3,true,false,,
R2,r2v2-b10-p4-ConfidenceCascade_0p3_0p7,r2,ConfidenceCascade_0p3_0p7,10,4,true,true,,
R2,r2v2-b10-p4-ConfidenceCascade_0p3_0p7-idle,idle,ConfidenceCascade_0p3_0p7,10,4,true,false,,
R2,r2v2-b10-p5-Tabular-Q,r2,Tabular-Q,10,5,true,true,,
R2,r2v2-b10-p5-Tabular-Q-idle,idle,Tabular-Q,10,5,true,false,,
R2,r2v2-b10-p6-DeadlineGuard,r2,DeadlineGuard,10,6,true,true,,
R2,r2v2-b10-p6-DeadlineGuard-idle,idle,DeadlineGuard,10,6,true,false,,
R3,R3-NOT-EXECUTED,r3,ALL,,,false,false,,"The protocol does not identify four state indices, while the frozen observed-support artifact contains eight. Selecting a subset would modify or complete the protocol after issuance."
