block_id,run_id,method,valid,run_order,trace_hash,config_hash,model_hashes,policy_hash,start_utc,end_utc,duration_s,energy_j,mean_power_w,preceding_idle_power_w,tn,fp,fn,tp,f1,recall,fpr,balanced_accuracy,escalation_fraction,scheduler_latency_mean_ms,scheduler_latency_p50_ms,scheduler_latency_p95_ms,detector_latency_mean_ms,detector_latency_p95_ms,end_to_end_completion_mean_s,end_to_end_completion_p95_s,final_queue_backlog_rows,max_temperature_c,mean_temperature_c,throttle,undervoltage,missing_samples,missing_windows,failure_reason,replacement_for,unique_state_count,load_bin_occupancy,threat_bin_occupancy,model_occupancy,switch_count,tinydt_fallback_count,deadline_miss_count,deadline_miss_rate
2,r2v2-b02-p5-ConfidenceCascade_0p3_0p7,ConfidenceCascade_0p3_0p7,true,5,597e393972ba313bc8fed47874a33dddf26805f3ede43ee4c414cebf8f329a57,7f250acda2a8460eed6b95b0de1bba910ad8588e14f0fa6bcb0588fcad8702d6,"{""HeavyMLP"": ""2999008343be15af0374bc647af6764e010bebc841b953b0307a10ebbc26b8a0"", ""LightLR"": ""a6cafb1426058f0268dd9da065fa3848b95c0a5531b3ec5c1b65987e5ca5268f"", ""MedRF"": ""35bc9b8674c5ae3b7c163ab29d7fd3d3abfe61dfaa1d26323530f9d14a2b2688"", ""TinyDT"": ""9941090e54203557d63b2f6117622bcba3535019796f7dfefb955293d085c2f2""}",,1788908214.4759848,1788908714.485056,500.0044448540011,1457.6446801985553,2.915263444556339,2.6760413041621867,311469,4281,1899,309851,0.9901259342815418,0.9939085805934242,0.013558194774346794,0.9901751929095387,,0.026262686000000004,0.029157000000000002,0.030667,12.501167296535433,29.321786499999973,0.17043030394770903,0.6282117384507719,0,36.998,33.182841999999994,false,false,0,0,,,15,"{""0"": 150, ""1"": 200, ""2"": 150}","{""0"": 199, ""1"": 151, ""2"": 150}","{""ConfidenceCascade_0p3_0p7"": 500}",1,0,0,0.0
2,r2v2-b02-p6-Tabular-Q,Tabular-Q,true,6,597e393972ba313bc8fed47874a33dddf26805f3ede43ee4c414cebf8f329a57,7f250acda2a8460eed6b95b0de1bba910ad8588e14f0fa6bcb0588fcad8702d6,"{""HeavyMLP"": ""2999008343be15af0374bc647af6764e010bebc841b953b0307a10ebbc26b8a0"", ""LightLR"": ""a6cafb1426058f0268dd9da065fa3848b95c0a5531b3ec5c1b65987e5ca5268f"", ""MedRF"": ""35bc9b8674c5ae3b7c163ab29d7fd3d3abfe61dfaa1d26323530f9d14a2b2688"", ""TinyDT"": ""9941090e54203557d63b2f6117622bcba3535019796f7dfefb955293d085c2f2""}",a89c52c9839fe4c97bbd81cdc97cd9d4bd58c9dab8a42dda728c225855501c17,1788908801.590935,1788909301.591381,499.9956124165001,1418.2166102054605,2.8364581108045313,2.6768137275420556,101647,214103,760,310990,0.7432457462152399,0.9975621491579791,0.6780775930324624,0.6597422780627584,,0.10935205599999999,0.1236,0.12735095,0.4956676185826771,1.1195678,0.017257190531745438,0.06125261173292513,0,34.563,32.507859999999994,false,false,0,0,,,11,"{""0"": 150, ""1"": 200, ""2"": 150}","{""1"": 236, ""2"": 264}","{""TinyDT"": 500}",0,500,0,0.0
3,r2v2-b03-p1-ConfidenceCascade_0p3_0p7,ConfidenceCascade_0p3_0p7,true,1,14c145a5b5ae124020d5ec79203468f153585200203521a2a55297575690deb0,7f250acda2a8460eed6b95b0de1bba910ad8588e14f0fa6bcb0588fcad8702d6,"{""HeavyMLP"": ""2999008343be15af0374bc647af6764e010bebc841b953b0307a10ebbc26b8a0"", ""LightLR"": ""a6cafb1426058f0268dd9da065fa3848b95c0a5531b3ec5c1b65987e5ca5268f"", ""MedRF"": ""35bc9b8674c5ae3b7c163ab29d7fd3d3abfe61dfaa1d26323530f9d14a2b2688"", ""TinyDT"": ""9941090e54203557d63b2f6117622bcba3535019796f7dfefb955293d085c2f2""}",,1788909388.783905,1788909888.749703,500.002397354001,1463.7534684380496,2.9274929004024637,2.6761573663000724,311465,4285,1879,309871,0.9901518758407812,0.9939727345629511,0.013570863024544735,0.9902009357692032,,0.03174073,0.0296755,0.08743744999999997,12.618693713543307,29.405764499999965,0.1720423192209273,0.6348601613328352,0,36.511,33.231542000000005,false,false,0,0,,,16,"{""0"": 150, ""1"": 200, ""2"": 150}","{""0"": 199, ""1"": 151, ""2"": 150}","{""ConfidenceCascade_0p3_0p7"": 500}",1,0,0,0.0
3,r2v2-b03-p2-Tabular-Q-retry1,Tabular-Q,true,2,14c145a5b5ae124020d5ec79203468f153585200203521a2a55297575690deb0,7f250acda2a8460eed6b95b0de1bba910ad8588e14f0fa6bcb0588fcad8702d6,"{""HeavyMLP"": ""2999008343be15af0374bc647af6764e010bebc841b953b0307a10ebbc26b8a0"", ""LightLR"": ""a6cafb1426058f0268dd9da065fa3848b95c0a5531b3ec5c1b65987e5ca5268f"", ""MedRF"": ""35bc9b8674c5ae3b7c163ab29d7fd3d3abfe61dfaa1d26323530f9d14a2b2688"", ""TinyDT"": ""9941090e54203557d63b2f6117622bcba3535019796f7dfefb955293d085c2f2""}",a89c52c9839fe4c97bbd81cdc97cd9d4bd58c9dab8a42dda728c225855501c17,1788922886.829723,1788923386.828928,500.00073470800004,1423.976834246591,2.847949483670643,2.7291133177377813,101534,214216,788,310962,0.7431033493920625,0.9974723336006416,0.6784354711005542,0.6595184312500437,,0.10918546000000001,0.12384,0.1269059,0.510914979527559,1.1352379,0.017579713862302015,0.062480071253594324,0,35.05,32.998756,false,false,0,0,,r2v2-b03-p2-Tabular-Q,11,"{""0"": 150, ""1"": 200, ""2"": 150}","{""1"": 241, ""2"": 259}","{""TinyDT"": 500}",0,500,0,0.0
3,r2v2-b03-p3-Static-LightLR,Static-LightLR,true,3,14c145a5b5ae124020d5ec79203468f153585200203521a2a55297575690deb0,7f250acda2a8460eed6b95b0de1bba910ad8588e14f0fa6bcb0588fcad8702d6,"{""HeavyMLP"": ""2999008343be15af0374bc647af6764e010bebc841b953b0307a10ebbc26b8a0"", ""LightLR"": ""a6cafb1426058f0268dd9da065fa3848b95c0a5531b3ec5c1b65987e5ca5268f"", ""MedRF"": ""35bc9b8674c5ae3b7c163ab29d7fd3d3abfe61dfaa1d26323530f9d14a2b2688"", ""TinyDT"": ""9941090e54203557d63b2f6117622bcba3535019796f7dfefb955293d085c2f2""}",,1788923473.674104,1788923973.757011,500.004739146,1423.067704619029,2.8461084329912665,2.7010441860189864,311505,4245,10393,301357,0.9762890538946986,0.9666623897353649,0.013444180522565321,0.9766091046063998,,0.02509282,0.028046,0.029463899999999998,0.6195130237795275,1.31944215,0.01892356351208582,0.07168895201757546,0,36.511,33.656206,false,false,0,0,,,16,"{""0"": 150, ""1"": 200, ""2"": 150}","{""0"": 199, ""1"": 151, ""2"": 150}","{""LightLR"": 500}",1,0,0,0.0
3,r2v2-b03-p4-Static-MedRF,Static-MedRF,true,4,14c145a5b5ae124020d5ec79203468f153585200203521a2a55297575690deb0,7f250acda2a8460eed6b95b0de1bba910ad8588e14f0fa6bcb0588fcad8702d6,"{""HeavyMLP"": ""2999008343be15af0374bc647af6764e010bebc841b953b0307a10ebbc26b8a0"", ""LightLR"": ""a6cafb1426058f0268dd9da065fa3848b95c0a5531b3ec5c1b65987e5ca5268f"", ""MedRF"": ""35bc9b8674c5ae3b7c163ab29d7fd3d3abfe61dfaa1d26323530f9d14a2b2688"", ""TinyDT"": ""9941090e54203557d63b2f6117622bcba3535019796f7dfefb955293d085c2f2""}",,1788924060.6331909,1788924560.640834,499.99735762499995,1473.946634539369,2.9479088480400226,2.704297837894145,310991,4759,1145,310605,0.9905854437949081,0.996327185244587,0.015072050673000792,0.9906275672857932,,0.025784010000000003,0.028648,0.030335749999999995,18.575935831023624,29.439888599999986,0.25198755948472534,1.014523816160363,0,38.459,34.826954,false,false,0,0,,,16,"{""0"": 150, ""1"": 200, ""2"": 150}","{""0"": 199, ""1"": 151, ""2"": 150}","{""MedRF"": 500}",1,0,50,0.1
3,r2v2-b03-p5-DQN,DQN,true,5,14c145a5b5ae124020d5ec79203468f153585200203521a2a55297575690deb0,7f250acda2a8460eed6b95b0de1bba910ad8588e14f0fa6bcb0588fcad8702d6,"{""HeavyMLP"": ""2999008343be15af0374bc647af6764e010bebc841b953b0307a10ebbc26b8a0"", ""LightLR"": ""a6cafb1426058f0268dd9da065fa3848b95c0a5531b3ec5c1b65987e5ca5268f"", ""MedRF"": ""35bc9b8674c5ae3b7c163ab29d7fd3d3abfe61dfaa1d26323530f9d14a2b2688"", ""TinyDT"": ""9941090e54203557d63b2f6117622bcba3535019796f7dfefb955293d085c2f2""}",123c380bb3d78c9ac8d34614eb1f0fcc30caaee79b420a78652f39c90a88a471,1788924647.457998,1788925147.470415,500.00175975,1427.8447184040317,2.8556793862444634,2.685496022319852,311505,4245,10393,301357,0.9762890538946986,0.9666623897353649,0.013444180522565321,0.9766091046063998,,3.4802178460000004,4.0043875,4.091355200000001,0.6223885083464566,1.44126145,0.022694634649626094,0.07407719468865248,0,36.511,34.38086199999999,false,false,0,0,,,16,"{""0"": 150, ""1"": 200, ""2"": 150}","{""0"": 199, ""1"": 151, ""2"": 150}","{""LightLR"": 500}",1,0,0,0.0
3,r2v2-b03-p6-DeadlineGuard,DeadlineGuard,true,6,14c145a5b5ae124020d5ec79203468f153585200203521a2a55297575690deb0,7f250acda2a8460eed6b95b0de1bba910ad8588e14f0fa6bcb0588fcad8702d6,"{""HeavyMLP"": ""2999008343be15af0374bc647af6764e010bebc841b953b0307a10ebbc26b8a0"", ""LightLR"": ""a6cafb1426058f0268dd9da065fa3848b95c0a5531b3ec5c1b65987e5ca5268f"", ""MedRF"": ""35bc9b8674c5ae3b7c163ab29d7fd3d3abfe61dfaa1d26323530f9d14a2b2688"", ""TinyDT"": ""9941090e54203557d63b2f6117622bcba3535019796f7dfefb955293d085c2f2""}",,1788925235.0062149,1788925735.022301,500.00740268699974,1429.4092837919525,2.8587762423324565,2.691586092734561,311469,4281,10043,301707,0.976812176035795,0.967785084202085,0.013558194774346794,0.9771134447138691,,0.033045614,0.036925,0.038795050000000005,2.329906051496063,29.5522866,0.04073205672470794,0.07063843971554887,0,36.998,34.50066400000001,false,false,0,0,,,16,"{""0"": 150, ""1"": 200, ""2"": 150}","{""0"": 199, ""1"": 151, ""2"": 150}","{""LightLR"": 150, ""MedRF"": 350}",5,0,0,0.0
4,r2v2-b04-p1-Static-MedRF,Static-MedRF,true,1,3209bb0e2963b5c6785599cfaf1e1d3181ae36a1e04447214252205cef2a7bf1,7f250acda2a8460eed6b95b0de1bba910ad8588e14f0fa6bcb0588fcad8702d6,"{""HeavyMLP"": ""2999008343be15af0374bc647af6764e010bebc841b953b0307a10ebbc26b8a0"", ""LightLR"": ""a6cafb1426058f0268dd9da065fa3848b95c0a5531b3ec5c1b65987e5ca5268f"", ""MedRF"": ""35bc9b8674c5ae3b7c163ab29d7fd3d3abfe61dfaa1d26323530f9d14a2b2688"", ""TinyDT"": ""9941090e54203557d63b2f6117622bcba3535019796f7dfefb955293d085c2f2""}",,1788925822.02781,1788926322.0329878,499.99530116700043,1477.0586799116445,2.9541451218924575,2.684172683431353,310893,4857,1154,310596,0.9904161810450524,0.9962983159582999,0.015382422802850357,0.9904579465777248,,0.025610448,0.028555,0.02990795,18.541035634960632,29.451741549999994,0.2511432156543451,1.011355271426146,0,38.459,35.50485799999999,false,false,0,0,,,16,"{""0"": 150, ""1"": 200, ""2"": 150}","{""0"": 198, ""1"": 152, ""2"": 150}","{""MedRF"": 500}",1,0,45,0.09
4,r2v2-b04-p2-DeadlineGuard,DeadlineGuard,true,2,3209bb0e2963b5c6785599cfaf1e1d3181ae36a1e04447214252205cef2a7bf1,7f250acda2a8460eed6b95b0de1bba910ad8588e14f0fa6bcb0588fcad8702d6,"{""HeavyMLP"": ""2999008343be15af0374bc647af6764e010bebc841b953b0307a10ebbc26b8a0"", ""LightLR"": ""a6cafb1426058f0268dd9da065fa3848b95c0a5531b3ec5c1b65987e5ca5268f"", ""MedRF"": ""35bc9b8674c5ae3b7c163ab29d7fd3d3abfe61dfaa1d26323530f9d14a2b2688"", ""TinyDT"": ""9941090e54203557d63b2f6117622bcba3535019796f7dfefb955293d085c2f2""}",,1788926409.1835158,1788926909.190526,499.99670910450004,1434.1236026998804,2.868266083727656,2.684965510501791,311397,4353,10139,301611,0.9765393045972732,0.967477145148356,0.013786223277909739,0.9768454609352231,,0.032032026000000005,0.035953,0.03785375,2.3099141262992124,29.30387545,0.04026134682384145,0.07023871213095839,0,37.972,35.297396,false,false,0,0,,,16,"{""0"": 150, ""1"": 200, ""2"": 150}","{""0"": 198, ""1"": 152, ""2"": 150}","{""LightLR"": 150, ""MedRF"": 350}",6,0,0,0.0
4,r2v2-b04-p3-Tabular-Q,Tabular-Q,true,3,3209bb0e2963b5c6785599cfaf1e1d3181ae36a1e04447214252205cef2a7bf1,7f250acda2a8460eed6b95b0de1bba910ad8588e14f0fa6bcb0588fcad8702d6,"{""HeavyMLP"": ""2999008343be15af0374bc647af6764e010bebc841b953b0307a10ebbc26b8a0"", ""LightLR"": ""a6cafb1426058f0268dd9da065fa3848b95c0a5531b3ec5c1b65987e5ca5268f"", ""MedRF"": ""35bc9b8674c5ae3b7c163ab29d7fd3d3abfe61dfaa1d26323530f9d14a2b2688"", ""TinyDT"": ""9941090e54203557d63b2f6117622bcba3535019796f7dfefb955293d085c2f2""}",a89c52c9839fe4c97bbd81cdc97cd9d4bd58c9dab8a42dda728c225855501c17,1788926996.357887,1788927496.3160682,499.99973827099984,1424.0524265276476,2.848106343919347,2.685074956416674,101951,213799,832,310918,0.7434076897235634,0.9973311948676824,0.6771148060174188,0.6601081944251318,,0.108103082,0.12289649999999999,0.1261659,0.4974644220472441,1.12600945,0.017170000173980952,0.06317451745853754,0,37.485,35.117206,false,false,0,0,,,10,"{""0"": 150, ""1"": 200, ""2"": 150}","{""1"": 248, ""2"": 252}","{""TinyDT"": 500}",0,500,0,0.0
