block_id,run_id,method,valid,run_order,trace_hash,config_hash,model_hashes,policy_hash,start_utc,end_utc,duration_s,energy_j,mean_power_w,preceding_idle_power_w,tn,fp,fn,tp,f1,recall,fpr,balanced_accuracy,escalation_fraction,scheduler_latency_mean_ms,scheduler_latency_p50_ms,scheduler_latency_p95_ms,detector_latency_mean_ms,detector_latency_p95_ms,end_to_end_completion_mean_s,end_to_end_completion_p95_s,final_queue_backlog_rows,max_temperature_c,mean_temperature_c,throttle,undervoltage,missing_samples,missing_windows,failure_reason,replacement_for
3,r1v2-b03-p3-Static-LightLR,Static-LightLR,true,3,b769823767c2fd2e0355f76bab2f22df90f82f025114a689e5df2cfb660371c0,7f250acda2a8460eed6b95b0de1bba910ad8588e14f0fa6bcb0588fcad8702d6,"{""HeavyMLP"": ""2999008343be15af0374bc647af6764e010bebc841b953b0307a10ebbc26b8a0"", ""LightLR"": ""a6cafb1426058f0268dd9da065fa3848b95c0a5531b3ec5c1b65987e5ca5268f"", ""MedRF"": ""35bc9b8674c5ae3b7c163ab29d7fd3d3abfe61dfaa1d26323530f9d14a2b2688"", ""TinyDT"": ""9941090e54203557d63b2f6117622bcba3535019796f7dfefb955293d085c2f2""}",,1788884726.9469929,1788885226.9567628,499.9957786040004,1361.2086832250939,2.7224403514478053,2.717331762936205,32350,450,589,16611,0.9696739733224367,0.9657558139534884,0.013719512195121951,0.9760181508791832,,0.010282978,0.010278,0.011001799999999997,1.3978020080000002,1.4496831,0.008343112480844865,0.00844651157503904,0,34.076,31.814372,false,false,0,0,,
3,r1v2-b03-p4-Tabular-Q,Tabular-Q,true,4,b769823767c2fd2e0355f76bab2f22df90f82f025114a689e5df2cfb660371c0,7f250acda2a8460eed6b95b0de1bba910ad8588e14f0fa6bcb0588fcad8702d6,"{""HeavyMLP"": ""2999008343be15af0374bc647af6764e010bebc841b953b0307a10ebbc26b8a0"", ""LightLR"": ""a6cafb1426058f0268dd9da065fa3848b95c0a5531b3ec5c1b65987e5ca5268f"", ""MedRF"": ""35bc9b8674c5ae3b7c163ab29d7fd3d3abfe61dfaa1d26323530f9d14a2b2688"", ""TinyDT"": ""9941090e54203557d63b2f6117622bcba3535019796f7dfefb955293d085c2f2""}",a89c52c9839fe4c97bbd81cdc97cd9d4bd58c9dab8a42dda728c225855501c17,1788885314.0072079,1788885814.0166981,500.0036902294996,1363.0575031071216,2.726094886382706,2.6734221506262097,32350,450,589,16611,0.9696739733224367,0.9657558139534884,0.013719512195121951,0.9760181508791832,,0.119592724,0.119118,0.121942,1.39415571,1.42307255,0.008441602284463442,0.00856258155672549,0,33.589,31.719894,false,false,0,0,,
4,r1v2-b04-p1-Static-MedRF,Static-MedRF,true,1,365b56336daa68045fa081be03b3d5044b4987c0f737564a78168c67af4ee3cc,7f250acda2a8460eed6b95b0de1bba910ad8588e14f0fa6bcb0588fcad8702d6,"{""HeavyMLP"": ""2999008343be15af0374bc647af6764e010bebc841b953b0307a10ebbc26b8a0"", ""LightLR"": ""a6cafb1426058f0268dd9da065fa3848b95c0a5531b3ec5c1b65987e5ca5268f"", ""MedRF"": ""35bc9b8674c5ae3b7c163ab29d7fd3d3abfe61dfaa1d26323530f9d14a2b2688"", ""TinyDT"": ""9941090e54203557d63b2f6117622bcba3535019796f7dfefb955293d085c2f2""}",,1788885901.06709,1788886401.075519,500.0027479794999,1369.9728930133851,2.73993072747983,2.677213287556908,32295,505,50,17150,0.9840768899727443,0.997093023255814,0.015396341463414634,0.9908483408961997,,0.011062953999999998,0.011055,0.011796,32.649241432,38.65345115,0.03963518776296041,0.045641867981248654,0,33.589,31.738400000000002,false,false,0,0,,
4,r1v2-b04-p2-Tabular-Q,Tabular-Q,true,2,365b56336daa68045fa081be03b3d5044b4987c0f737564a78168c67af4ee3cc,7f250acda2a8460eed6b95b0de1bba910ad8588e14f0fa6bcb0588fcad8702d6,"{""HeavyMLP"": ""2999008343be15af0374bc647af6764e010bebc841b953b0307a10ebbc26b8a0"", ""LightLR"": ""a6cafb1426058f0268dd9da065fa3848b95c0a5531b3ec5c1b65987e5ca5268f"", ""MedRF"": ""35bc9b8674c5ae3b7c163ab29d7fd3d3abfe61dfaa1d26323530f9d14a2b2688"", ""TinyDT"": ""9941090e54203557d63b2f6117622bcba3535019796f7dfefb955293d085c2f2""}",a89c52c9839fe4c97bbd81cdc97cd9d4bd58c9dab8a42dda728c225855501c17,1788886488.268619,1788886988.219726,500.0077280409987,1363.4619721098406,2.726881797311025,2.696934314659279,32361,439,594,16606,0.9698350124105709,0.9654651162790697,0.013384146341463414,0.9760404849688031,,0.11831671999999999,0.118164,0.12099984999999999,1.3799781320000002,1.4020935,0.008384641076871048,0.008517323366686468,0,33.102,31.561131999999997,false,false,0,0,,
4,r1v2-b04-p3-ConfidenceCascade_0p3_0p7,ConfidenceCascade_0p3_0p7,true,3,365b56336daa68045fa081be03b3d5044b4987c0f737564a78168c67af4ee3cc,7f250acda2a8460eed6b95b0de1bba910ad8588e14f0fa6bcb0588fcad8702d6,"{""HeavyMLP"": ""2999008343be15af0374bc647af6764e010bebc841b953b0307a10ebbc26b8a0"", ""LightLR"": ""a6cafb1426058f0268dd9da065fa3848b95c0a5531b3ec5c1b65987e5ca5268f"", ""MedRF"": ""35bc9b8674c5ae3b7c163ab29d7fd3d3abfe61dfaa1d26323530f9d14a2b2688"", ""TinyDT"": ""9941090e54203557d63b2f6117622bcba3535019796f7dfefb955293d085c2f2""}",,1788887075.071512,1788887575.060796,499.99341108349836,1367.9639310357431,2.7359639161470763,2.7012690536818957,32351,449,109,17091,0.9839378238341969,0.9936627906976744,0.013689024390243902,0.9899868831537153,0.01372,0.009941618,0.009944,0.0107419,22.178069558000004,34.427576249999994,0.02917506638265695,0.04137979005909074,0,33.589,31.725737999999996,false,false,0,0,,
4,r1v2-b04-p4-Static-LightLR,Static-LightLR,true,4,365b56336daa68045fa081be03b3d5044b4987c0f737564a78168c67af4ee3cc,7f250acda2a8460eed6b95b0de1bba910ad8588e14f0fa6bcb0588fcad8702d6,"{""HeavyMLP"": ""2999008343be15af0374bc647af6764e010bebc841b953b0307a10ebbc26b8a0"", ""LightLR"": ""a6cafb1426058f0268dd9da065fa3848b95c0a5531b3ec5c1b65987e5ca5268f"", ""MedRF"": ""35bc9b8674c5ae3b7c163ab29d7fd3d3abfe61dfaa1d26323530f9d14a2b2688"", ""TinyDT"": ""9941090e54203557d63b2f6117622bcba3535019796f7dfefb955293d085c2f2""}",,1788887662.090275,1788888162.0869818,500.0006200204989,1363.4327954787673,2.7268622095365993,2.7021523298914776,32361,439,594,16606,0.9698350124105709,0.9654651162790697,0.013384146341463414,0.9760404849688031,,0.01080601,0.010611,0.012926,1.3993754079999998,1.45208425,0.008375137473722134,0.008484981232959397,0,33.102,31.692621999999997,false,false,0,0,,
5,r1v2-b05-p1-Tabular-Q,Tabular-Q,true,1,53f4e7e734c7b39cad04e3a35323b0389a84764e20cc584f525a34b2688526d0,7f250acda2a8460eed6b95b0de1bba910ad8588e14f0fa6bcb0588fcad8702d6,"{""HeavyMLP"": ""2999008343be15af0374bc647af6764e010bebc841b953b0307a10ebbc26b8a0"", ""LightLR"": ""a6cafb1426058f0268dd9da065fa3848b95c0a5531b3ec5c1b65987e5ca5268f"", ""MedRF"": ""35bc9b8674c5ae3b7c163ab29d7fd3d3abfe61dfaa1d26323530f9d14a2b2688"", ""TinyDT"": ""9941090e54203557d63b2f6117622bcba3535019796f7dfefb955293d085c2f2""}",a89c52c9839fe4c97bbd81cdc97cd9d4bd58c9dab8a42dda728c225855501c17,1788888248.9245389,1788888748.9090822,499.99442929199904,1362.3725525747773,2.7247754630064995,2.706004953453232,32345,455,591,16609,0.9694723324772355,0.9656395348837209,0.013871951219512195,0.9758837918321044,,0.12106030799999999,0.12072,0.1237949,1.422580666,1.48589285,0.008418713354632928,0.00856338827006766,0,34.076,31.802684000000003,false,false,0,0,,
5,r1v2-b05-p2-ConfidenceCascade_0p3_0p7,ConfidenceCascade_0p3_0p7,true,2,53f4e7e734c7b39cad04e3a35323b0389a84764e20cc584f525a34b2688526d0,7f250acda2a8460eed6b95b0de1bba910ad8588e14f0fa6bcb0588fcad8702d6,"{""HeavyMLP"": ""2999008343be15af0374bc647af6764e010bebc841b953b0307a10ebbc26b8a0"", ""LightLR"": ""a6cafb1426058f0268dd9da065fa3848b95c0a5531b3ec5c1b65987e5ca5268f"", ""MedRF"": ""35bc9b8674c5ae3b7c163ab29d7fd3d3abfe61dfaa1d26323530f9d14a2b2688"", ""TinyDT"": ""9941090e54203557d63b2f6117622bcba3535019796f7dfefb955293d085c2f2""}",,1788888835.8215349,1788889335.814314,499.9975939795004,1371.7364794850034,2.743486160737893,2.677556282371046,32337,463,94,17106,0.9839799821680232,0.9945348837209302,0.014115853658536586,0.9902095150311968,0.01384,0.009857128,0.009871,0.010556,21.782694124000002,34.46808935,0.028751643619583774,0.041406423983607964,0,34.563,32.04034,false,false,0,0,,
5,r1v2-b05-p3-Static-MedRF,Static-MedRF,true,3,53f4e7e734c7b39cad04e3a35323b0389a84764e20cc584f525a34b2688526d0,7f250acda2a8460eed6b95b0de1bba910ad8588e14f0fa6bcb0588fcad8702d6,"{""HeavyMLP"": ""2999008343be15af0374bc647af6764e010bebc841b953b0307a10ebbc26b8a0"", ""LightLR"": ""a6cafb1426058f0268dd9da065fa3848b95c0a5531b3ec5c1b65987e5ca5268f"", ""MedRF"": ""35bc9b8674c5ae3b7c163ab29d7fd3d3abfe61dfaa1d26323530f9d14a2b2688"", ""TinyDT"": ""9941090e54203557d63b2f6117622bcba3535019796f7dfefb955293d085c2f2""}",,1788889422.4521248,1788889922.4511738,500.0037047500009,1365.2183456221226,2.730416460223478,2.6981667763684762,32285,515,51,17149,0.9837654887563102,0.9970348837209302,0.015701219512195122,0.9906668321043675,,0.011049544000000001,0.010907,0.011666949999999999,30.849570655999997,38.23700335,0.037859536732550624,0.04515091897737875,0,34.076,31.978977999999998,false,false,0,0,,
5,r1v2-b05-p4-Static-LightLR,Static-LightLR,true,4,53f4e7e734c7b39cad04e3a35323b0389a84764e20cc584f525a34b2688526d0,7f250acda2a8460eed6b95b0de1bba910ad8588e14f0fa6bcb0588fcad8702d6,"{""HeavyMLP"": ""2999008343be15af0374bc647af6764e010bebc841b953b0307a10ebbc26b8a0"", ""LightLR"": ""a6cafb1426058f0268dd9da065fa3848b95c0a5531b3ec5c1b65987e5ca5268f"", ""MedRF"": ""35bc9b8674c5ae3b7c163ab29d7fd3d3abfe61dfaa1d26323530f9d14a2b2688"", ""TinyDT"": ""9941090e54203557d63b2f6117622bcba3535019796f7dfefb955293d085c2f2""}",,1788890009.416563,1788890509.427441,500.0005095209999,1359.4299332586995,2.718857095887827,2.693768738810174,32345,455,591,16609,0.9694723324772355,0.9656395348837209,0.013871951219512195,0.9758837918321044,,0.010170354,0.01013,0.01087005,1.487893802,1.5431784499999999,0.00842374924061005,0.008733618010955978,0,33.589,31.691648,false,false,0,0,,
6,r1v2-b06-p1-Static-LightLR,Static-LightLR,true,1,732a5f7f999dcaaf8f71ade41069157a3d6ead950d7660c6e7415bf731677274,7f250acda2a8460eed6b95b0de1bba910ad8588e14f0fa6bcb0588fcad8702d6,"{""HeavyMLP"": ""2999008343be15af0374bc647af6764e010bebc841b953b0307a10ebbc26b8a0"", ""LightLR"": ""a6cafb1426058f0268dd9da065fa3848b95c0a5531b3ec5c1b65987e5ca5268f"", ""MedRF"": ""35bc9b8674c5ae3b7c163ab29d7fd3d3abfe61dfaa1d26323530f9d14a2b2688"", ""TinyDT"": ""9941090e54203557d63b2f6117622bcba3535019796f7dfefb955293d085c2f2""}",,1788890596.39771,1788891096.398842,500.00352337550066,1358.469769980849,2.716920394500187,2.67459576145849,32398,402,587,16613,0.9710945491743388,0.9658720930232558,0.01225609756097561,0.9768079977311401,,0.010477464,0.010185,0.0124639,1.4846761999999998,1.54503185,0.00838050877591013,0.008500618665857471,0,33.589,31.653662,false,false,0,0,,
6,r1v2-b06-p2-ConfidenceCascade_0p3_0p7,ConfidenceCascade_0p3_0p7,true,2,732a5f7f999dcaaf8f71ade41069157a3d6ead950d7660c6e7415bf731677274,7f250acda2a8460eed6b95b0de1bba910ad8588e14f0fa6bcb0588fcad8702d6,"{""HeavyMLP"": ""2999008343be15af0374bc647af6764e010bebc841b953b0307a10ebbc26b8a0"", ""LightLR"": ""a6cafb1426058f0268dd9da065fa3848b95c0a5531b3ec5c1b65987e5ca5268f"", ""MedRF"": ""35bc9b8674c5ae3b7c163ab29d7fd3d3abfe61dfaa1d26323530f9d14a2b2688"", ""TinyDT"": ""9941090e54203557d63b2f6117622bcba3535019796f7dfefb955293d085c2f2""}",,1788891183.2040808,1788891683.199436,499.99765247949836,1370.3408433077707,2.7406945542888512,2.697676793248494,32392,408,102,17098,0.9853051345588659,0.9940697674418605,0.012439024390243903,0.9908153715258083,0.01356,0.009997752000000002,0.009989999999999999,0.010759,21.623184639999998,34.44227025,0.028586208177883238,0.04139902989445545,0,33.102,31.776386000000002,false,false,0,0,,
6,r1v2-b06-p3-Tabular-Q,Tabular-Q,true,3,732a5f7f999dcaaf8f71ade41069157a3d6ead950d7660c6e7415bf731677274,7f250acda2a8460eed6b95b0de1bba910ad8588e14f0fa6bcb0588fcad8702d6,"{""HeavyMLP"": ""2999008343be15af0374bc647af6764e010bebc841b953b0307a10ebbc26b8a0"", ""LightLR"": ""a6cafb1426058f0268dd9da065fa3848b95c0a5531b3ec5c1b65987e5ca5268f"", ""MedRF"": ""35bc9b8674c5ae3b7c163ab29d7fd3d3abfe61dfaa1d26323530f9d14a2b2688"", ""TinyDT"": ""9941090e54203557d63b2f6117622bcba3535019796f7dfefb955293d085c2f2""}",a89c52c9839fe4c97bbd81cdc97cd9d4bd58c9dab8a42dda728c225855501c17,1788891770.18266,1788892270.262091,500.0023730624998,1362.066326690296,2.724119724367866,2.6791571809766346,32398,402,587,16613,0.9710945491743388,0.9658720930232558,0.01225609756097561,0.9768079977311401,,0.12038392399999999,0.119998,0.12283469999999999,1.4824916579999998,1.52178345,0.008517032869916875,0.008635420268547023,0,33.589,31.637104,false,false,0,0,,
6,r1v2-b06-p4-Static-MedRF,Static-MedRF,true,4,732a5f7f999dcaaf8f71ade41069157a3d6ead950d7660c6e7415bf731677274,7f250acda2a8460eed6b95b0de1bba910ad8588e14f0fa6bcb0588fcad8702d6,"{""HeavyMLP"": ""2999008343be15af0374bc647af6764e010bebc841b953b0307a10ebbc26b8a0"", ""LightLR"": ""a6cafb1426058f0268dd9da065fa3848b95c0a5531b3ec5c1b65987e5ca5268f"", ""MedRF"": ""35bc9b8674c5ae3b7c163ab29d7fd3d3abfe61dfaa1d26323530f9d14a2b2688"", ""TinyDT"": ""9941090e54203557d63b2f6117622bcba3535019796f7dfefb955293d085c2f2""}",,1788892357.239122,1788892857.24575,499.9965623120006,1369.7256927315245,2.7394702203508516,2.7007497108045033,32333,467,55,17145,0.9850051706308169,0.9968023255813954,0.014237804878048781,0.9912822603516733,,0.011055783999999999,0.011056,0.0117049,31.787756572,38.423478450000005,0.03876683081260853,0.04537861016633542,0,34.076,31.74327,false,false,0,0,,
7,r1v2-b07-p1-Tabular-Q,Tabular-Q,true,1,50607cd4ee6d437f0482a307ebe0bd40876941cc4f38f212c5ebcaf298e43b3a,7f250acda2a8460eed6b95b0de1bba910ad8588e14f0fa6bcb0588fcad8702d6,"{""HeavyMLP"": ""2999008343be15af0374bc647af6764e010bebc841b953b0307a10ebbc26b8a0"", ""LightLR"": ""a6cafb1426058f0268dd9da065fa3848b95c0a5531b3ec5c1b65987e5ca5268f"", ""MedRF"": ""35bc9b8674c5ae3b7c163ab29d7fd3d3abfe61dfaa1d26323530f9d14a2b2688"", ""TinyDT"": ""9941090e54203557d63b2f6117622bcba3535019796f7dfefb955293d085c2f2""}",a89c52c9839fe4c97bbd81cdc97cd9d4bd58c9dab8a42dda728c225855501c17,1788892944.249501,1788893444.2518542,499.99194095849816,1362.0879132346126,2.724219735669045,2.674138152262839,32348,452,548,16652,0.9708488805970148,0.968139534883721,0.013780487804878049,0.9771795235394214,,0.11887975600000002,0.1188125,0.1217598,1.389553204,1.45070115,0.008377913803269622,0.008539875525639217,0,33.589,31.542626000000006,false,false,0,0,,
